n_cs = 0012;
n_tp = 0006;
ris_price = 1.0000e-01;
iab_price = 0001;
ncr_price = 5.0000e-01;
budget = [ 0000, 2.0000e-01, 4.0000e-01, 6.0000e-01, 8.0000e-01, 0001, 1.2000e+00, 1.4000e+00, 1.6000e+00, 1.8000e+00, 0002, 2.2000e+00, 2.4000e+00, 2.6000e+00, 2.8000e+00, 0003, 3.2000e+00, 3.4000e+00, 3.6000e+00, 3.8000e+00, 0004, 4.2000e+00, 4.4000e+00, 4.6000e+00, 4.8000e+00, 0005, 5.2000e+00, 5.4000e+00, 5.6000e+00, 5.8000e+00, 0006, 6.2000e+00, 6.4000e+00, 6.6000e+00, 6.8000e+00, 0007, 7.2000e+00, 7.4000e+00, 7.6000e+00, 7.8000e+00, 0008, 8.2000e+00, 8.4000e+00, 8.6000e+00, 8.8000e+00, 0009, 9.2000e+00, 9.4000e+00, 9.6000e+00, 9.8000e+00, 0010];
delta_bh = [[ 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000]];
delta_src = [[[[ 0000, 0000],
[ 2.7670e+03, 2.7670e+03],
[ 0000, 0000],
[ 2.7670e+03, 2.7670e+03],
[ 2.7670e+03, 2.9688e+03],
[ 2.7670e+03, 3.1763e+03],
[ 2.7670e+03, 2.7670e+03],
[ 2.7670e+03, 2.8861e+03],
[ 2.7670e+03, 2.7670e+03],
[ 2.7670e+03, 2.7670e+03]],
[[ 3.7108e+03, 3.7108e+03],
[ 3.7108e+03, 3.7108e+03],
[ 3.7108e+03, 3.7108e+03],
[ 3.7108e+03, 3.7108e+03],
[ 3.7108e+03, 3.7108e+03],
[ 0000, 0000],
[ 3.7108e+03, 3.7108e+03],
[ 3.7108e+03, 3.7108e+03],
[ 3.7108e+03, 3.7108e+03],
[ 3.7108e+03, 3.7108e+03],
[ 3.7108e+03, 3.7108e+03],
[ 3.7108e+03, 3.7108e+03]],
[[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 3.0028e+03],
[ 2.8232e+03, 2.8232e+03],
[ 0000, 0000],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 3.2012e+03],
[ 2.8232e+03, 3.0586e+03],
[ 2.8232e+03, 2.8232e+03]],
[[ 3.1474e+03, 3.1474e+03],
[ 3.1474e+03, 3.1474e+03],
[ 3.1474e+03, 3.1474e+03],
[ 3.1474e+03, 3.1474e+03],
[ 3.1474e+03, 3.1474e+03],
[ 3.1474e+03, 3.3910e+03],
[ 3.1474e+03, 3.1474e+03],
[ 0000, 0000],
[ 3.1474e+03, 3.1474e+03],
[ 3.1474e+03, 3.4270e+03],
[ 3.1474e+03, 3.1474e+03],
[ 3.1474e+03, 3.1474e+03]],
[[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 3.3290e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9880e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 3.1589e+03],
[ 0000, 0000],
[ 2.9144e+03, 3.5294e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03]],
[[ 3.6511e+03, 3.6511e+03],
[ 3.6511e+03, 3.6511e+03],
[ 3.6511e+03, 3.6511e+03],
[ 3.6511e+03, 3.6511e+03],
[ 3.6511e+03, 3.6511e+03],
[ 3.7609e+03, 3.6511e+03],
[ 3.6511e+03, 3.6511e+03],
[ 3.6511e+03, 3.6511e+03],
[ 3.6511e+03, 3.6511e+03],
[ 0000, 0000],
[ 3.6511e+03, 3.6511e+03],
[ 3.6511e+03, 3.6511e+03]],
[[ 2.8454e+03, 2.8454e+03],
[ 2.8454e+03, 2.8454e+03],
[ 2.8454e+03, 2.8454e+03],
[ 2.8454e+03, 2.8454e+03],
[ 2.8454e+03, 2.8454e+03],
[ 2.8454e+03, 2.8454e+03],
[ 2.8454e+03, 2.8454e+03],
[ 2.8454e+03, 2.8454e+03],
[ 2.8454e+03, 2.8454e+03],
[ 2.8454e+03, 3.4431e+03],
[ 0000, 0000],
[ 2.8454e+03, 2.8454e+03]],
[[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.3699e+03],
[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.3109e+03],
[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.5220e+03],
[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.3554e+03],
[ 3.2113e+03, 3.4227e+03],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 2.8219e+03, 2.8219e+03],
[ 0000, 0000],
[ 2.8219e+03, 2.9173e+03],
[ 2.8219e+03, 2.8219e+03],
[ 2.8219e+03, 2.8219e+03],
[ 2.8219e+03, 2.8219e+03],
[ 2.8219e+03, 2.8219e+03],
[ 2.8219e+03, 3.0365e+03],
[ 2.8219e+03, 2.8219e+03],
[ 2.8219e+03, 2.8219e+03],
[ 2.8219e+03, 2.8219e+03],
[ 2.8219e+03, 2.8219e+03]],
[[ 3.7352e+03, 3.7352e+03],
[ 3.7352e+03, 3.7352e+03],
[ 0000, 0000],
[ 3.7352e+03, 3.7352e+03],
[ 3.7352e+03, 3.7352e+03],
[ 3.7352e+03, 3.7352e+03],
[ 3.7352e+03, 3.7352e+03],
[ 3.7352e+03, 3.7352e+03],
[ 3.7352e+03, 3.7352e+03],
[ 3.7352e+03, 3.7352e+03],
[ 3.7352e+03, 3.7352e+03],
[ 3.7352e+03, 3.7352e+03]],
[[ 2.5686e+03, 2.5686e+03],
[ 2.5686e+03, 2.7541e+03],
[ 2.5686e+03, 3.1009e+03],
[ 0000, 0000],
[ 2.5686e+03, 3.1269e+03],
[ 2.5686e+03, 2.8507e+03],
[ 2.5686e+03, 2.8514e+03],
[ 2.5686e+03, 2.8347e+03],
[ 2.5686e+03, 2.7259e+03],
[ 2.5686e+03, 2.7528e+03],
[ 2.5686e+03, 2.7469e+03],
[ 2.5686e+03, 2.5686e+03]],
[[ 3.7333e+03, 3.7333e+03],
[ 3.7333e+03, 3.7333e+03],
[ 3.7333e+03, 3.7333e+03],
[ 3.7333e+03, 3.7333e+03],
[ 0000, 0000],
[ 3.7333e+03, 3.7333e+03],
[ 3.7333e+03, 3.7333e+03],
[ 3.7333e+03, 3.7333e+03],
[ 3.7333e+03, 3.7333e+03],
[ 3.7333e+03, 3.7333e+03],
[ 3.7333e+03, 3.7333e+03],
[ 3.7333e+03, 3.7333e+03]],
[[ 2.7435e+03, 2.7435e+03],
[ 2.7435e+03, 2.7435e+03],
[ 2.7435e+03, 3.1869e+03],
[ 2.7435e+03, 2.7435e+03],
[ 2.7435e+03, 3.2760e+03],
[ 0000, 0000],
[ 2.7435e+03, 2.9550e+03],
[ 2.7435e+03, 2.9564e+03],
[ 2.7435e+03, 2.7435e+03],
[ 2.7435e+03, 2.9838e+03],
[ 2.7435e+03, 2.7435e+03],
[ 2.7435e+03, 2.7435e+03]],
[[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8911e+03],
[ 2.8550e+03, 2.8550e+03],
[ 0000, 0000],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 3.0603e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03]],
[[ 2.7618e+03, 2.7618e+03],
[ 2.7618e+03, 2.7618e+03],
[ 2.7618e+03, 3.0560e+03],
[ 2.7618e+03, 2.7618e+03],
[ 2.7684e+03, 3.4348e+03],
[ 2.7618e+03, 2.7618e+03],
[ 2.7618e+03, 2.7618e+03],
[ 0000, 0000],
[ 2.7618e+03, 2.7618e+03],
[ 2.7618e+03, 3.0478e+03],
[ 2.7618e+03, 2.7618e+03],
[ 2.7618e+03, 2.7618e+03]],
[[ 2.5757e+03, 2.5757e+03],
[ 2.5757e+03, 2.8289e+03],
[ 2.5757e+03, 2.8940e+03],
[ 2.5757e+03, 2.7460e+03],
[ 2.5757e+03, 3.2577e+03],
[ 2.5757e+03, 2.8188e+03],
[ 2.5757e+03, 2.5757e+03],
[ 2.5757e+03, 2.7472e+03],
[ 0000, 0000],
[ 2.5757e+03, 2.8736e+03],
[ 2.5757e+03, 2.5757e+03],
[ 2.5757e+03, 2.5757e+03]],
[[ 2.7508e+03, 2.7508e+03],
[ 2.7508e+03, 2.7508e+03],
[ 2.7508e+03, 3.2643e+03],
[ 2.7508e+03, 2.7508e+03],
[ 2.7508e+03, 3.2581e+03],
[ 2.7508e+03, 2.7508e+03],
[ 2.7508e+03, 2.7508e+03],
[ 2.7508e+03, 3.0103e+03],
[ 2.7508e+03, 2.7508e+03],
[ 0000, 0000],
[ 2.7508e+03, 2.7508e+03],
[ 2.7508e+03, 2.7508e+03]],
[[ 2.6416e+03, 2.6416e+03],
[ 2.6416e+03, 2.6416e+03],
[ 2.6416e+03, 3.3788e+03],
[ 2.6416e+03, 2.7500e+03],
[ 2.6416e+03, 2.9060e+03],
[ 2.6416e+03, 2.8521e+03],
[ 2.6416e+03, 2.8801e+03],
[ 2.6416e+03, 2.8588e+03],
[ 2.6416e+03, 2.6416e+03],
[ 2.6471e+03, 2.9260e+03],
[ 0000, 0000],
[ 2.6416e+03, 2.6416e+03]],
[[ 3.3908e+03, 3.3908e+03],
[ 3.3908e+03, 3.3908e+03],
[ 3.3908e+03, 3.3908e+03],
[ 3.3908e+03, 3.3908e+03],
[ 3.3908e+03, 3.4866e+03],
[ 3.3908e+03, 3.3908e+03],
[ 3.3908e+03, 3.3908e+03],
[ 3.3908e+03, 3.3908e+03],
[ 3.3908e+03, 3.3908e+03],
[ 3.3908e+03, 3.3908e+03],
[ 3.3908e+03, 3.3908e+03],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 3.2695e+03, 3.2695e+03],
[ 0000, 0000],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03]],
[[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 3.4271e+03],
[ 0000, 0000],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 3.3971e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03]],
[[ 2.7014e+03, 2.7014e+03],
[ 2.7014e+03, 2.7014e+03],
[ 2.7014e+03, 2.7014e+03],
[ 0000, 0000],
[ 2.7014e+03, 2.7014e+03],
[ 2.7014e+03, 3.0073e+03],
[ 2.7014e+03, 2.7014e+03],
[ 2.7014e+03, 2.8395e+03],
[ 2.7014e+03, 3.0399e+03],
[ 2.7014e+03, 2.9592e+03],
[ 2.7014e+03, 2.7014e+03],
[ 2.7014e+03, 2.7014e+03]],
[[ 2.7380e+03, 2.7380e+03],
[ 2.7380e+03, 2.7380e+03],
[ 2.7380e+03, 3.0250e+03],
[ 2.7380e+03, 2.7380e+03],
[ 0000, 0000],
[ 2.7380e+03, 2.9772e+03],
[ 2.7380e+03, 2.7380e+03],
[ 2.7380e+03, 3.2483e+03],
[ 2.7380e+03, 2.7380e+03],
[ 2.7380e+03, 3.0428e+03],
[ 2.7380e+03, 2.7380e+03],
[ 2.7380e+03, 2.7380e+03]],
[[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 0000, 0000],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.9802e+03],
[ 2.8550e+03, 3.1866e+03],
[ 2.8550e+03, 3.0582e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03]],
[[ 2.5725e+03, 2.5725e+03],
[ 2.5725e+03, 2.5725e+03],
[ 2.5725e+03, 2.7950e+03],
[ 2.5725e+03, 2.7651e+03],
[ 2.5725e+03, 2.7288e+03],
[ 2.5725e+03, 2.7942e+03],
[ 0000, 0000],
[ 2.5725e+03, 2.8900e+03],
[ 2.5725e+03, 2.8533e+03],
[ 2.5725e+03, 2.7460e+03],
[ 2.5725e+03, 2.6654e+03],
[ 2.5725e+03, 2.5725e+03]],
[[ 3.2382e+03, 3.2382e+03],
[ 3.2382e+03, 3.2382e+03],
[ 3.2382e+03, 3.2382e+03],
[ 3.2382e+03, 3.2382e+03],
[ 3.2382e+03, 3.2382e+03],
[ 3.2382e+03, 3.2382e+03],
[ 3.2382e+03, 3.2382e+03],
[ 0000, 0000],
[ 3.2382e+03, 3.2382e+03],
[ 3.2382e+03, 3.2382e+03],
[ 3.2382e+03, 3.2382e+03],
[ 3.2382e+03, 3.2382e+03]],
[[ 2.8862e+03, 2.8862e+03],
[ 2.8862e+03, 2.8862e+03],
[ 2.8862e+03, 2.8862e+03],
[ 2.8862e+03, 2.8862e+03],
[ 2.8862e+03, 2.8862e+03],
[ 2.8862e+03, 2.8862e+03],
[ 2.8862e+03, 2.8862e+03],
[ 2.8862e+03, 3.2343e+03],
[ 0000, 0000],
[ 2.8862e+03, 2.8862e+03],
[ 2.8862e+03, 2.8862e+03],
[ 2.8862e+03, 2.8862e+03]],
[[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 3.1301e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 3.0646e+03],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 3.0799e+03],
[ 2.9144e+03, 3.1792e+03],
[ 0000, 0000],
[ 2.9144e+03, 2.9144e+03],
[ 2.9144e+03, 2.9144e+03]],
[[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.7358e+03],
[ 2.4522e+03, 2.6364e+03],
[ 2.4522e+03, 2.6673e+03],
[ 2.4522e+03, 2.6151e+03],
[ 2.4522e+03, 2.5698e+03],
[ 2.4522e+03, 2.6347e+03],
[ 2.4522e+03, 2.7920e+03],
[ 2.4522e+03, 2.5024e+03],
[ 0000, 0000],
[ 2.4522e+03, 2.4522e+03]],
[[ 3.0610e+03, 3.0610e+03],
[ 3.0610e+03, 3.0610e+03],
[ 3.0610e+03, 3.1621e+03],
[ 3.0610e+03, 3.2016e+03],
[ 3.0610e+03, 3.1157e+03],
[ 3.0610e+03, 3.3450e+03],
[ 3.0610e+03, 3.0610e+03],
[ 3.0610e+03, 3.3872e+03],
[ 3.0610e+03, 3.0610e+03],
[ 3.0610e+03, 3.2909e+03],
[ 3.0610e+03, 3.1317e+03],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 2.5627e+03, 2.5627e+03],
[ 0000, 0000],
[ 2.5627e+03, 2.8430e+03],
[ 2.5627e+03, 2.9932e+03],
[ 2.5627e+03, 2.8530e+03],
[ 2.5627e+03, 3.0135e+03],
[ 2.5627e+03, 2.5627e+03],
[ 2.5627e+03, 2.7943e+03],
[ 2.5627e+03, 2.8175e+03],
[ 2.5627e+03, 2.7672e+03],
[ 2.5627e+03, 2.5627e+03],
[ 2.5627e+03, 2.5627e+03]],
[[ 2.7377e+03, 2.7377e+03],
[ 2.7377e+03, 2.7377e+03],
[ 0000, 0000],
[ 2.7377e+03, 2.7377e+03],
[ 2.7377e+03, 2.9948e+03],
[ 2.7409e+03, 3.3452e+03],
[ 2.7377e+03, 3.0690e+03],
[ 2.7377e+03, 3.0881e+03],
[ 2.7377e+03, 2.7377e+03],
[ 2.7377e+03, 3.1487e+03],
[ 2.7377e+03, 2.7377e+03],
[ 2.7377e+03, 2.7377e+03]],
[[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 0000, 0000],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.3504e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.4982e+03],
[ 3.1496e+03, 3.1496e+03],
[ 3.1496e+03, 3.1496e+03]],
[[ 2.7809e+03, 2.7809e+03],
[ 2.7809e+03, 2.7809e+03],
[ 2.7809e+03, 2.9536e+03],
[ 2.7809e+03, 2.7809e+03],
[ 0000, 0000],
[ 2.7862e+03, 2.7809e+03],
[ 2.7809e+03, 3.1138e+03],
[ 2.7809e+03, 3.0674e+03],
[ 2.7809e+03, 2.7809e+03],
[ 2.7809e+03, 3.2710e+03],
[ 2.7809e+03, 2.7809e+03],
[ 2.7809e+03, 2.7809e+03]],
[[ 3.3289e+03, 3.3289e+03],
[ 3.3289e+03, 3.3289e+03],
[ 3.3289e+03, 3.3289e+03],
[ 3.3289e+03, 3.3289e+03],
[ 3.3289e+03, 3.3289e+03],
[ 0000, 0000],
[ 3.3289e+03, 3.3289e+03],
[ 3.3289e+03, 3.3289e+03],
[ 3.3289e+03, 3.3289e+03],
[ 3.3289e+03, 3.4914e+03],
[ 3.3289e+03, 3.3289e+03],
[ 3.3289e+03, 3.3289e+03]],
[[ 2.9159e+03, 2.9159e+03],
[ 2.9159e+03, 2.9159e+03],
[ 2.9159e+03, 2.9159e+03],
[ 2.9159e+03, 2.9159e+03],
[ 2.9159e+03, 2.9159e+03],
[ 2.9159e+03, 2.9159e+03],
[ 0000, 0000],
[ 2.9159e+03, 2.9159e+03],
[ 2.9159e+03, 2.9159e+03],
[ 2.9159e+03, 2.9159e+03],
[ 2.9159e+03, 3.2356e+03],
[ 2.9159e+03, 2.9159e+03]],
[[ 2.9726e+03, 2.9726e+03],
[ 2.9726e+03, 2.9726e+03],
[ 2.9726e+03, 2.9726e+03],
[ 2.9726e+03, 3.3302e+03],
[ 2.9726e+03, 2.9726e+03],
[ 2.9726e+03, 3.1746e+03],
[ 2.9726e+03, 2.9726e+03],
[ 0000, 0000],
[ 2.9726e+03, 2.9726e+03],
[ 2.9726e+03, 3.0615e+03],
[ 2.9726e+03, 2.9726e+03],
[ 2.9726e+03, 2.9726e+03]],
[[ 2.7697e+03, 2.7697e+03],
[ 2.7697e+03, 2.7697e+03],
[ 2.7697e+03, 2.7697e+03],
[ 2.7697e+03, 3.0899e+03],
[ 2.7697e+03, 2.7697e+03],
[ 2.7697e+03, 2.8823e+03],
[ 2.7697e+03, 2.7697e+03],
[ 2.7697e+03, 2.9720e+03],
[ 0000, 0000],
[ 2.7697e+03, 3.0213e+03],
[ 2.7697e+03, 2.7697e+03],
[ 2.7697e+03, 2.7697e+03]],
[[ 3.4346e+03, 3.4346e+03],
[ 3.4346e+03, 3.4346e+03],
[ 3.4346e+03, 3.4346e+03],
[ 3.4346e+03, 3.4346e+03],
[ 3.4346e+03, 3.4346e+03],
[ 3.4346e+03, 3.4346e+03],
[ 3.4346e+03, 3.4346e+03],
[ 3.4346e+03, 3.4346e+03],
[ 3.4346e+03, 3.4346e+03],
[ 0000, 0000],
[ 3.4346e+03, 3.4346e+03],
[ 3.4346e+03, 3.4346e+03]],
[[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 0000, 0000],
[ 3.0879e+03, 3.0879e+03]],
[[ 3.1999e+03, 3.1999e+03],
[ 3.1999e+03, 3.1999e+03],
[ 3.1999e+03, 3.4193e+03],
[ 3.1999e+03, 3.1999e+03],
[ 3.1999e+03, 3.3671e+03],
[ 3.1999e+03, 3.1999e+03],
[ 3.1999e+03, 3.1999e+03],
[ 3.1999e+03, 3.1999e+03],
[ 3.1999e+03, 3.1999e+03],
[ 3.1999e+03, 3.6152e+03],
[ 3.1999e+03, 3.4994e+03],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 3.4341e+03, 3.4341e+03],
[ 0000, 0000],
[ 3.4341e+03, 3.4341e+03],
[ 3.4341e+03, 3.4341e+03],
[ 3.4341e+03, 3.4341e+03],
[ 3.4341e+03, 3.4341e+03],
[ 3.4341e+03, 3.4341e+03],
[ 3.4341e+03, 3.4341e+03],
[ 3.4341e+03, 3.4341e+03],
[ 3.4341e+03, 3.4341e+03],
[ 3.4341e+03, 3.4341e+03],
[ 3.4341e+03, 3.4341e+03]],
[[ 2.8627e+03, 2.8627e+03],
[ 2.8627e+03, 2.8627e+03],
[ 0000, 0000],
[ 2.8627e+03, 2.8627e+03],
[ 2.8627e+03, 2.8627e+03],
[ 2.8627e+03, 2.8627e+03],
[ 2.8627e+03, 2.8627e+03],
[ 2.8627e+03, 3.3081e+03],
[ 2.8627e+03, 2.8627e+03],
[ 2.8627e+03, 2.8627e+03],
[ 2.8627e+03, 2.8627e+03],
[ 2.8627e+03, 2.8627e+03]],
[[ 2.6677e+03, 2.6677e+03],
[ 2.6677e+03, 2.6677e+03],
[ 2.6677e+03, 2.9641e+03],
[ 0000, 0000],
[ 2.6677e+03, 2.8397e+03],
[ 2.6677e+03, 2.8855e+03],
[ 2.6677e+03, 2.6677e+03],
[ 2.6677e+03, 2.7589e+03],
[ 2.6677e+03, 2.9556e+03],
[ 2.6677e+03, 2.8886e+03],
[ 2.6677e+03, 2.6677e+03],
[ 2.6677e+03, 2.6677e+03]],
[[ 2.7349e+03, 2.7349e+03],
[ 2.7349e+03, 2.7349e+03],
[ 2.7349e+03, 3.0471e+03],
[ 2.7349e+03, 2.7349e+03],
[ 0000, 0000],
[ 2.7349e+03, 2.7349e+03],
[ 2.7349e+03, 2.7349e+03],
[ 2.7349e+03, 3.1551e+03],
[ 2.7349e+03, 2.7349e+03],
[ 2.7349e+03, 2.9714e+03],
[ 2.7349e+03, 2.7349e+03],
[ 2.7349e+03, 2.7349e+03]],
[[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 3.0957e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 0000, 0000],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.9416e+03],
[ 2.8232e+03, 3.0545e+03],
[ 2.8232e+03, 2.9907e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03]],
[[ 2.5725e+03, 2.5725e+03],
[ 2.5725e+03, 2.5725e+03],
[ 2.5725e+03, 2.7480e+03],
[ 2.5725e+03, 2.7088e+03],
[ 2.5725e+03, 2.7042e+03],
[ 2.5725e+03, 2.7679e+03],
[ 0000, 0000],
[ 2.5725e+03, 2.8359e+03],
[ 2.5725e+03, 2.7870e+03],
[ 2.5725e+03, 2.7355e+03],
[ 2.5725e+03, 2.6503e+03],
[ 2.5725e+03, 2.5725e+03]],
[[ 3.0015e+03, 3.0015e+03],
[ 3.0015e+03, 3.0015e+03],
[ 3.0015e+03, 3.0015e+03],
[ 3.0015e+03, 3.0015e+03],
[ 3.0015e+03, 3.0015e+03],
[ 3.0015e+03, 3.0015e+03],
[ 3.0015e+03, 3.0015e+03],
[ 0000, 0000],
[ 3.0015e+03, 3.0015e+03],
[ 3.0015e+03, 3.0015e+03],
[ 3.0015e+03, 3.0015e+03],
[ 3.0015e+03, 3.0015e+03]],
[[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7740e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 3.0913e+03],
[ 0000, 0000],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03]],
[[ 2.8075e+03, 2.8075e+03],
[ 2.8075e+03, 2.8075e+03],
[ 2.8075e+03, 3.0839e+03],
[ 2.8075e+03, 2.8075e+03],
[ 2.8075e+03, 2.9739e+03],
[ 2.8075e+03, 2.9435e+03],
[ 2.8075e+03, 2.8075e+03],
[ 2.8075e+03, 3.0238e+03],
[ 2.8075e+03, 3.0370e+03],
[ 0000, 0000],
[ 2.8075e+03, 2.8075e+03],
[ 2.8075e+03, 2.8075e+03]],
[[ 2.2894e+03, 2.2894e+03],
[ 2.2894e+03, 2.2894e+03],
[ 2.2894e+03, 2.6382e+03],
[ 2.2894e+03, 2.5460e+03],
[ 2.2894e+03, 2.5637e+03],
[ 2.2894e+03, 2.5417e+03],
[ 2.2894e+03, 2.5088e+03],
[ 2.2894e+03, 2.5717e+03],
[ 2.2894e+03, 2.6273e+03],
